shRNA_names,Q4,Q1,Q2,Q3
Smyd3.4_repP15-21_rep2,53.70,60.82,49.62,52.30
Smyd4.1_repP15-21_rep2,48.44,49.91,48.54,47.77
Smyd4.2_repP15-21_rep2,50.30,51.44,44.36,43.70
Smyd4.3_repP15-21_rep2,49.38,66.43,50.45,59.50
Smyd4.4_repP15-21_rep2,55.41,48.33,69.13,55.25
Smyd5.1_repP15-21_rep2,57.31,65.78,51.62,59.98
Smyd5.2_repP15-21_rep2,59.82,50.49,45.29,49.56
Smyd5.3_repP15-21_rep2,54.71,54.88,49.09,48.43
Smyd5.4_repP15-21_rep2,49.11,45.21,55.19,48.42
Sp100.1_repP15-21_rep2,50.32,42.73,49.51,42.47
Sp100.2_repP15-21_rep2,50.73,48.35,59.46,60.06
Sp100.3_repP15-21_rep2,57.72,49.15,57.77,45.30
Sp100.4_repP15-21_rep2,45.51,48.40,48.93,26.87
Sp110.1_repP15-21_rep2,46.52,50.11,49.58,49.72
Sp110.2_repP15-21_rep2,50.23,48.94,49.58,55.67
Sp110.3_repP15-21_rep2,50.00,60.02,46.10,48.35
Sp110.4_repP15-21_rep2,46.61,68.87,47.15,56.78
Sp140.1_repP15-21_rep2,50.69,82.31,51.54,80.14
Sp140.2_repP15-21_rep2,56.72,51.98,50.13,51.77
Sp140.3_repP15-21_rep2,55.81,45.64,48.74,48.92
Sp140.4_repP15-21_rep2,57.78,48.34,47.27,48.93
Ssrp1.1_repP15-21_rep2,77.18,76.21,82.20,48.92
Ssrp1.2_repP15-21_rep2,58.58,53.85,48.67,48.96
Ssrp1.3_repP15-21_rep2,62.67,56.65,49.40,50.12
Ssrp1.4_repP15-21_rep2,50.14,49.27,49.60,45.05
Supt16h.1_repP15-21_rep2,52.65,49.22,49.54,55.86
Supt16h.2_repP15-21_rep2,53.04,51.47,62.06,50.46
Supt16h.3_repP15-21_rep2,51.23,52.81,40.16,78.68
Supt16h.4_repP15-21_rep2,49.87,38.67,49.52,39.69
Suv39h1.1_repP15-21_rep2,48.50,52.13,52.81,22.94
Suv39h1.2_repP15-21_rep2,15.44,59.66,45.61,48.92
Suv39h1.3_repP15-21_rep2,48.55,77.18,40.14,74.67
Suv39h1.4_repP15-21_rep2,68.31,61.01,48.98,55.85
Suv39h2.1_repP15-21_rep2,51.56,30.21,59.97,47.59
Suv39h2.2_repP15-21_rep2,35.46,49.12,42.76,48.39
Suv39h2.3_repP15-21_rep2,51.03,51.02,51.03,52.20
Suv39h2.4_repP15-21_rep2,50.29,48.51,47.92,67.61
Suv420h1.1_repP15-21_rep2,43.81,71.68,49.73,54.99
Suv420h1.2_repP15-21_rep2,77.94,54.95,48.77,50.00
Suv420h1.3_repP15-21_rep2,49.74,47.34,53.07,49.51
Suv420h1.4_repP15-21_rep2,52.17,55.57,57.16,49.38
Suv420h2.1_repP15-21_rep2,49.10,49.41,50.01,55.06
Suv420h2.2_repP15-21_rep2,50.47,47.99,61.63,54.82
Suv420h2.3_repP15-21_rep2,48.30,52.54,57.30,76.43
Suv420h2.4_repP15-21_rep2,49.96,51.64,75.89,63.33
Suz12.1_repP15-21_rep2,63.88,53.70,61.24,57.77
Suz12.2_repP15-21_rep2,55.30,50.00,50.80,62.66
Suz12.3_repP15-21_rep2,66.48,66.54,50.55,64.62
Suz12.4_repP15-21_rep2,53.99,15.65,45.89,62.53
Taf1.1_repP15-21_rep2,50.93,58.17,51.34,75.27
Taf1.2_repP15-21_rep2,43.72,49.16,44.25,48.84
Taf1.3_repP15-21_rep2,58.39,45.25,27.37,50.87
Taf1.4_repP15-21_rep2,59.41,44.08,50.02,42.20
Taf3.1_repP15-21_rep2,51.24,44.60,53.05,49.36
Taf3.2_repP15-21_rep2,50.38,48.91,50.19,48.47
Taf3.3_repP15-21_rep2,52.42,58.27,49.64,52.08
Taf3.4_repP15-21_rep2,49.78,49.28,31.44,47.76
Tbx21.3_repP15-21_rep2,57.25,49.45,50.21,48.79
Tbx21.4_repP15-21_rep2,49.82,51.56,54.30,60.75
Tbx21_repP15-21_rep2,51.10,57.25,59.22,56.71
Tcea1.1_repP15-21_rep2,51.29,42.43,52.48,53.53
Tcea1.2_repP15-21_rep2,47.92,66.32,55.18,60.81
Tcea1.3_repP15-21_rep2,46.11,49.59,63.43,14.10
Tcea1.4_repP15-21_rep2,50.20,53.21,48.35,46.33
Tdg.1_repP15-21_rep2,52.03,52.40,41.38,49.20
Tdg.2_repP15-21_rep2,51.22,59.72,49.41,77.18
Tdg.3_repP15-21_rep2,60.83,49.90,56.28,48.95
Tdg.4_repP15-21_rep2,50.81,47.73,46.70,64.90
Tet1.1_repP15-21_rep2,59.54,52.86,51.89,47.63
Tet1.2_repP15-21_rep2,53.56,67.31,57.78,52.66
Tet1.3_repP15-21_rep2,57.72,51.26,48.57,62.79
Tet1.4_repP15-21_rep2,65.24,49.51,45.19,55.77
Tet2.1_repP15-21_rep2,50.91,77.07,51.15,56.98
Tet2.2_repP15-21_rep2,57.54,57.12,50.82,57.79
Tet2.3_repP15-21_rep2,49.32,51.09,47.78,48.92
Tet2.4_repP15-21_rep2,56.75,52.83,48.60,48.63
Tet3.1_repP15-21_rep2,53.63,72.84,54.95,50.00
Tet3.2_repP15-21_rep2,67.91,55.48,51.71,61.34
Tet3.3_repP15-21_rep2,51.88,57.17,54.21,50.00
Tet3.4_repP15-21_rep2,54.55,46.82,48.19,47.96
Trim24.1_repP15-21_rep2,51.97,78.68,58.10,48.92
Trim24.2_repP15-21_rep2,50.96,52.28,52.24,67.50
Trim24.3_repP15-21_rep2,68.52,45.11,43.79,77.35
Trim24.4_repP15-21_rep2,49.51,49.22,49.58,46.44
Trim28.1_repP15-21_rep2,55.73,52.27,46.84,46.58
Trim28.2_repP15-21_rep2,48.38,49.22,49.69,47.56
Trim28.3_repP15-21_rep2,57.47,45.55,49.57,51.58
Trim28.4_repP15-21_rep2,50.23,34.34,49.21,77.49
Trim33.1_repP15-21_rep2,55.52,66.26,17.49,48.81
Trim33.2_repP15-21_rep2,45.65,48.73,52.54,52.71
Trim33.3_repP15-21_rep2,44.83,59.65,46.86,46.60
Trim33.4_repP15-21_rep2,51.84,50.19,50.42,48.94
Trim66.1_repP15-21_rep2,50.11,49.49,57.36,48.07
Trim66.3_repP15-21_rep2,21.30,69.67,51.31,59.93
Trim66.4_repP15-21_rep2,50.23,56.45,51.33,52.08
Ube2a.1_repP15-21_rep2,52.87,47.66,48.14,48.55
Ube2a.2_repP15-21_rep2,42.60,29.27,59.44,58.51
Ube2b.1_repP15-21_rep2,24.72,55.85,56.48,47.83
Ube2b.2_repP15-21_rep2,17.55,68.34,50.84,52.82
Ube2b.3_repP15-21_rep2,51.41,50.37,60.26,48.29
Ube2b.4_repP15-21_rep2,74.98,51.66,49.15,76.20
Ube2e1.1_repP15-21_rep2,50.08,48.59,76.61,46.72
Ube2e1.3_repP15-21_rep2,50.23,49.22,51.20,52.26
Ube2e1.4_repP15-21_rep2,73.33,49.95,49.24,48.62
Ube2i.1_repP15-21_rep2,50.02,59.00,46.07,69.20
Ube2i.2_repP15-21_rep2,68.39,61.79,47.19,50.99
Ube2i.3_repP15-21_rep2,66.79,49.22,49.19,54.95
Ube2i.4_repP15-21_rep2,65.63,49.51,61.84,51.45
Uhrf1.1_repP15-21_rep2,50.19,66.12,45.69,45.16
Uhrf1.2_repP15-21_rep2,61.77,49.88,51.02,60.63
Uhrf1.3_repP15-21_rep2,50.23,54.87,49.58,48.92
Uhrf1.4_repP15-21_rep2,50.23,49.57,53.89,51.47
Usp22.1_repP15-21_rep2,49.48,48.79,49.37,50.41
Usp22.2_repP15-21_rep2,50.17,61.29,49.00,48.92
Usp22.3_repP15-21_rep2,56.76,54.97,46.38,49.99
Usp22.4_repP15-21_rep2,17.08,47.45,68.84,47.47
Usp27x.1_repP15-21_rep2,68.54,48.29,49.58,49.06
Usp27x.2_repP15-21_rep2,57.22,52.20,48.97,48.46
Usp27x.3_repP15-21_rep2,50.37,48.97,63.50,54.96
Usp27x.4_repP15-21_rep2,50.17,69.17,65.88,56.12
Usp51.1_repP15-21_rep2,52.88,65.56,50.26,51.68
Usp51.2_repP15-21_rep2,57.82,57.84,65.83,51.28
Usp51.3_repP15-21_rep2,67.71,48.53,49.58,58.56
Usp51.4_repP15-21_rep2,50.62,48.61,49.09,49.20
Wbp7.1_repP15-21_rep2,39.38,50.00,52.22,59.94
Wbp7.2_repP15-21_rep2,49.72,54.73,50.38,48.76
Wbp7.3_repP15-21_rep2,49.59,52.35,65.31,47.93
Wbp7.4_repP15-21_rep2,50.17,45.57,52.20,56.46
Wdr5.1_repP15-21_rep2,50.23,79.48,57.20,48.92
Wdr5.2_repP15-21_rep2,35.20,47.49,57.36,70.60
Wdr5.3_repP15-21_rep2,49.59,48.93,69.29,47.55
Wdr5.4_repP15-21_rep2,57.21,46.81,56.20,61.35
Wdr82.1_repP15-21_rep2,53.23,49.22,49.58,48.21
Wdr82.2_repP15-21_rep2,63.16,64.50,50.74,47.13
Wdr82.3_repP15-21_rep2,58.34,50.05,59.44,49.85
Wdr82.4_repP15-21_rep2,51.15,52.71,46.06,50.18
Whsc1.1_repP15-21_rep2,54.24,60.57,64.66,51.21
Whsc1.2_repP15-21_rep2,50.90,56.40,49.55,45.27
Whsc1.3_repP15-21_rep2,74.92,49.22,46.76,48.34
Whsc1.4_repP15-21_rep2,50.60,41.69,58.54,50.08
Whsc1l1.2_repP15-21_rep2,55.05,40.94,48.82,61.99
Whsc1l1.3_repP15-21_rep2,49.31,58.04,40.70,58.04
Whsc1l1.4_repP15-21_rep2,59.11,38.91,62.39,51.03
Zmynd11.1_repP15-21_rep2,51.42,43.61,64.95,48.92
Zmynd11.2_repP15-21_rep2,57.70,49.22,42.05,49.66
Zmynd11.3_repP15-21_rep2,51.82,53.67,52.42,53.52
Zmynd11.4_repP15-21_rep2,51.59,49.83,57.06,38.87
Zmynd8.1_repP15-21_rep2,57.85,56.26,51.15,51.29
Zmynd8.2_repP15-21_rep2,55.63,53.12,40.92,70.75
Zmynd8.3_repP15-21_rep2,54.35,55.68,48.44,48.58
Zmynd8.4_repP15-21_rep2,54.13,48.53,49.50,41.49
Bcl6.2_repP8-14_rep2,51.42,54.67,49.78,55.64
Bcl6.3_repP8-14_rep2,45.93,52.26,63.98,65.98
Bcl6_repP8-14_rep2,44.20,62.47,46.06,47.56
CD4.1_repP8-14_rep2,47.64,41.95,44.18,15.54
CD4.2_repP8-14_rep2,33.92,45.38,49.33,50.00
CD4.3_repP8-14_rep2,48.41,45.05,45.45,44.24
CD4.4_repP8-14_rep2,45.96,52.84,68.85,47.54
CDK9.1_repP8-14_rep2,56.63,45.36,65.31,50.73
CDK9.2_repP8-14_rep2,49.76,15.87,47.20,49.84
CDK9.3_repP8-14_rep2,53.64,44.91,57.20,47.15
Ccnt1.2_repP8-14_rep2,57.28,58.02,63.01,53.63
Ccnt1.3_repP8-14_rep2,47.64,46.55,45.80,46.83
Ccnt1.4_repP8-14_rep2,53.83,46.73,50.00,47.31
Ccnt1_repP8-14_rep2,49.81,41.38,64.17,51.75
Cd14.2_repP8-14_rep2,55.34,43.80,46.74,49.63
Cd14_repP8-14_rep2,47.46,47.74,49.21,54.67
Cd19.3_repP8-14_rep2,49.92,44.65,46.01,59.05
Cd19.4_repP8-14_rep2,48.13,44.82,45.10,46.44
Cd19_repP8-14_rep2,48.62,50.68,51.96,55.13
Fosb.2_repP8-14_rep2,48.44,47.97,54.67,70.26
Fosb_repP8-14_rep2,48.22,46.90,18.06,48.62
Hes1.2_repP8-14_rep2,51.58,52.88,46.48,47.94
Hes1.3_repP8-14_rep2,55.48,57.65,52.66,46.60
Hes1_repP8-14_rep2,51.18,36.59,57.56,48.36
Id2.2_repP8-14_rep2,51.92,50.00,43.97,50.62
Id2.3_repP8-14_rep2,54.67,49.76,50.48,46.00
Id2.4_repP8-14_rep2,48.36,46.04,45.47,44.14
Id2.5_repP8-14_rep2,50.00,60.28,46.75,58.26
Id2_repP8-14_rep2,49.57,49.07,52.91,47.51
Id3.2_repP8-14_rep2,47.68,62.42,48.06,61.57
Id3.3_repP8-14_rep2,47.94,56.95,46.44,47.09
Id3.4_repP8-14_rep2,56.10,72.71,52.54,47.86
Id3.5_repP8-14_rep2,16.69,70.76,44.88,49.08
Id3_repP8-14_rep2,50.39,44.41,50.39,55.44
Jmjd5.1_repP8-14_rep2,47.54,65.15,61.32,51.37
Jmjd5.2_repP8-14_rep2,49.90,45.39,46.78,47.57
Jmjd5.3_repP8-14_rep2,48.63,47.91,64.11,52.26
Jmjd5.4_repP8-14_rep2,49.01,45.39,58.27,48.29
Jmjd6.1_repP8-14_rep2,46.95,46.30,49.57,43.76
Jmjd6.2_repP8-14_rep2,47.76,45.14,50.19,16.39
Jmjd6.3_repP8-14_rep2,48.43,45.39,48.20,51.14
Jmjd6.4_repP8-14_rep2,48.43,47.97,62.19,47.58
Jmjd8.1_repP8-14_rep2,66.23,47.07,46.80,45.98
Jmjd8.2_repP8-14_rep2,70.68,47.12,49.31,68.73
Jmjd8.3_repP8-14_rep2,48.96,45.01,74.95,47.58
Kat2a.1_repP8-14_rep2,53.90,34.22,46.83,69.64
Kat2a.2_repP8-14_rep2,48.42,65.33,44.33,50.03
Kat2a.3_repP8-14_rep2,59.27,46.41,51.29,49.66
Kat2b.1_repP8-14_rep2,47.50,47.43,46.78,47.64
Kat2b.2_repP8-14_rep2,48.86,45.93,45.94,47.56
Kat2b.3_repP8-14_rep2,48.30,48.09,54.15,57.94
Kat2b.4_repP8-14_rep2,47.73,44.33,49.63,47.65
Kat5.1_repP8-14_rep2,47.78,50.01,46.46,50.98
Kat5.2_repP8-14_rep2,47.46,51.38,51.87,47.77
Kat5.3_repP8-14_rep2,52.20,52.92,70.89,46.24
Kat5.4_repP8-14_rep2,47.93,56.02,46.72,48.51
Kdm1a.1_repP8-14_rep2,47.50,46.87,64.45,41.83
Kdm1a.2_repP8-14_rep2,48.43,51.23,57.64,47.28
Kdm1a.3_repP8-14_rep2,45.68,63.06,47.31,46.78
Kdm1a.4_repP8-14_rep2,48.43,45.39,48.00,52.17
Kdm1b.1_repP8-14_rep2,43.81,45.84,45.71,58.36
Kdm1b.2_repP8-14_rep2,61.45,60.21,36.26,59.89
Kdm1b.3_repP8-14_rep2,53.09,45.39,50.05,46.33
Kdm1b.4_repP8-14_rep2,50.31,48.95,54.88,45.87
Kdm2a.1_repP8-14_rep2,44.01,47.07,48.98,51.12
Kdm2a.2_repP8-14_rep2,52.26,64.15,34.00,58.15
Kdm2a.3_repP8-14_rep2,53.01,50.00,44.00,65.72
Kdm2a.4_repP8-14_rep2,52.65,48.54,52.03,59.93
Kdm2b.1_repP8-14_rep2,58.85,70.07,46.31,50.07
Kdm2b.2_repP8-14_rep2,48.40,74.27,46.78,37.14
Kdm2b.3_repP8-14_rep2,46.45,50.45,46.40,62.77
Kdm2b.4_repP8-14_rep2,57.41,73.57,48.44,66.11
Kdm3a.1_repP8-14_rep2,45.80,75.14,47.15,45.05
Kdm3a.2_repP8-14_rep2,47.01,45.39,44.98,45.53
Kdm3a.3_repP8-14_rep2,19.09,45.42,75.26,47.37
Kdm3a.4_repP8-14_rep2,48.43,50.59,46.78,59.35
Kdm3b.2_repP8-14_rep2,48.93,48.92,67.87,61.57
Kdm3b.3_repP8-14_rep2,62.95,44.73,45.70,59.84
Kdm3b.4_repP8-14_rep2,48.30,47.73,50.50,50.04
Kdm4a.1_repP8-14_rep2,48.43,46.75,43.75,46.56
Kdm4a.2_repP8-14_rep2,50.86,51.77,44.46,42.41
Kdm4a.3_repP8-14_rep2,47.97,45.39,51.24,67.46
Kdm4a.4_repP8-14_rep2,51.25,45.39,47.22,61.73
Kdm4b.1_repP8-14_rep2,49.66,45.14,46.05,69.44
Kdm4b.2_repP8-14_rep2,61.08,47.39,50.79,73.97
Kdm4b.3_repP8-14_rep2,50.94,46.10,44.26,56.03
Kdm4c.1_repP8-14_rep2,66.81,49.01,53.00,58.30
Kdm4c.2_repP8-14_rep2,47.88,43.81,43.57,51.58
Kdm4c.3_repP8-14_rep2,49.57,45.29,48.10,44.69
Kdm4c.4_repP8-14_rep2,48.40,65.21,67.55,49.42
Kdm4d.1_repP8-14_rep2,48.21,49.28,46.16,53.78
Kdm4d.2_repP8-14_rep2,58.29,62.61,48.47,43.22
Kdm4d.3_repP8-14_rep2,48.29,63.07,46.93,47.89
Kdm4d.4_repP8-14_rep2,51.87,30.50,50.09,34.71
Kdm5a.1_repP8-14_rep2,48.18,32.70,50.47,45.80
Kdm5a.2_repP8-14_rep2,52.67,44.62,46.34,45.43
Kdm5a.3_repP8-14_rep2,48.43,46.96,50.49,51.00
Kdm5a.4_repP8-14_rep2,60.81,46.84,47.73,48.17
Kdm5b.1_repP8-14_rep2,59.79,63.54,48.66,69.42
Kdm5b.2_repP8-14_rep2,48.14,65.28,47.00,47.58
Kdm5b.3_repP8-14_rep2,56.25,72.79,48.85,54.95
Kdm5b.4_repP8-14_rep2,50.19,43.95,45.27,47.58
Kdm5c.1_repP8-14_rep2,60.62,65.76,45.40,45.75
Kdm5c.2_repP8-14_rep2,57.65,37.59,73.27,51.48
Kdm5c.3_repP8-14_rep2,51.00,47.13,48.74,62.74
Kdm5c.4_repP8-14_rep2,39.41,45.47,66.40,60.35
Kdm5d.1_repP8-14_rep2,48.40,61.16,57.96,71.31
Kdm5d.2_repP8-14_rep2,47.15,54.28,44.85,53.88
Kdm5d.3_repP8-14_rep2,47.71,26.08,46.65,52.04
Kdm5d.4_repP8-14_rep2,49.40,45.61,48.00,69.84
Kdm6a.1_repP8-14_rep2,63.11,48.14,64.04,44.89
Kdm6a.2_repP8-14_rep2,38.35,71.79,46.65,44.58
Kdm6a.3_repP8-14_rep2,49.11,45.15,54.29,32.65
Kdm6a.4_repP8-14_rep2,56.74,75.69,46.78,45.97
Kdm6b.1_repP8-14_rep2,49.47,45.44,49.26,39.48
Kdm6b.2_repP8-14_rep2,56.70,48.36,46.78,46.63
Kdm6b.3_repP8-14_rep2,69.84,58.91,46.43,46.55
Kdm6b.4_repP8-14_rep2,48.43,55.17,63.43,65.05
Klf12.4_repP8-14_rep2,49.67,45.71,48.45,50.93
Klf12.5_repP8-14_rep2,51.58,51.31,45.96,49.45
Klf12_repP8-14_rep2,48.39,53.19,53.18,59.39
Klf2.2_repP8-14_rep2,43.81,43.42,46.81,47.05
Klf2.3_repP8-14_rep2,46.94,45.35,68.64,53.45
Klf2.4_repP8-14_rep2,51.28,45.16,48.38,46.80
Klf2.5_repP8-14_rep2,58.86,46.55,70.97,34.68
Klf2.6_repP8-14_rep2,62.63,64.09,51.27,68.17
Klf2.7_repP8-14_rep2,48.18,32.49,49.79,44.27
Klf2_repP8-14_rep2,47.68,47.81,48.03,45.60
L3mbtl1.1_repP8-14_rep2,47.96,45.39,46.88,52.72
L3mbtl1.2_repP8-14_rep2,51.40,45.39,44.54,52.75
L3mbtl1.3_repP8-14_rep2,61.74,56.68,54.66,67.19
L3mbtl1.4_repP8-14_rep2,56.59,45.41,50.00,50.98
L3mbtl2.1_repP8-14_rep2,66.40,45.74,47.74,47.88
L3mbtl2.3_repP8-14_rep2,36.26,49.51,34.04,47.22
L3mbtl2.4_repP8-14_rep2,48.10,54.09,51.79,51.97
L3mbtl3.1_repP8-14_rep2,47.89,70.80,46.77,47.61
L3mbtl3.2_repP8-14_rep2,55.05,42.90,44.95,49.38
L3mbtl3.3_repP8-14_rep2,51.05,43.43,73.44,51.01
L3mbtl3.4_repP8-14_rep2,48.42,68.64,48.35,72.37
L3mbtl4.1_repP8-14_rep2,53.06,61.51,62.43,48.34
L3mbtl4.2_repP8-14_rep2,50.51,59.09,52.90,47.57
L3mbtl4.3_repP8-14_rep2,64.64,53.47,49.65,47.54
L3mbtl4.4_repP8-14_rep2,46.92,46.18,45.01,47.58
Mbd1.1_repP8-14_rep2,51.25,52.86,55.67,62.27
Mbd1.2_repP8-14_rep2,50.06,42.10,36.35,47.58
Mbd1.3_repP8-14_rep2,26.60,67.21,46.78,49.23
Mbd1.4_repP8-14_rep2,37.86,61.74,51.04,47.40
Mbd2.2_repP8-14_rep2,46.02,70.71,65.17,47.89
Mbd2.3_repP8-14_rep2,60.10,45.89,46.06,47.70
Mbd2.4_repP8-14_rep2,45.25,73.86,45.39,56.49
Mbd3.1_repP8-14_rep2,55.31,49.13,50.40,45.86
Mbd3.2_repP8-14_rep2,48.19,47.75,46.49,54.65
Mbd3.3_repP8-14_rep2,53.28,48.14,75.68,71.45
Mbd3.4_repP8-14_rep2,58.22,46.17,46.11,47.61
Mbd4.1_repP8-14_rep2,52.13,45.89,50.53,53.56
Mbd4.2_repP8-14_rep2,49.77,45.39,46.38,46.81
Mbd4.3_repP8-14_rep2,49.53,36.78,75.40,48.66
Mbd4.4_repP8-14_rep2,46.33,45.39,46.66,52.79
Mecom.1_repP8-14_rep2,41.00,64.33,50.46,48.91
Mecom.2_repP8-14_rep2,48.61,54.54,46.63,48.71
Mecom.3_repP8-14_rep2,48.37,48.21,46.01,56.02
Mecom.4_repP8-14_rep2,47.85,58.53,46.58,51.32
Mecp2.1_repP8-14_rep2,50.96,45.39,48.13,49.96
Mecp2.2_repP8-14_rep2,48.68,43.22,49.88,47.05
Mecp2.3_repP8-14_rep2,50.67,65.22,47.13,47.08
Men1.1_repP8-14_rep2,57.41,43.59,70.09,39.52
Men1.3_repP8-14_rep2,49.70,49.64,46.78,45.98
Men1.4_repP8-14_rep2,48.43,45.39,46.69,67.21
Mll1.1_repP8-14_rep2,46.25,44.46,55.29,47.58
Mll1.2_repP8-14_rep2,48.18,61.42,46.28,48.25
Mll1.3_repP8-14_rep2,52.52,64.11,66.51,59.84
Mll1.4_repP8-14_rep2,47.78,70.56,49.79,47.58
Mll2.1_repP8-14_rep2,49.05,50.85,51.19,47.58
Mll2.2_repP8-14_rep2,64.64,46.25,64.69,53.00
Mll2.3_repP8-14_rep2,47.85,59.50,46.78,66.29
Mll2.4_repP8-14_rep2,48.66,45.39,46.78,47.42
Mll3.2_repP8-14_rep2,48.40,45.40,45.95,49.76
Mll3.3_repP8-14_rep2,55.14,48.54,52.75,46.96
Mll3.4_repP8-14_rep2,72.59,69.00,57.72,59.04
Mll5.1_repP8-14_rep2,51.31,38.38,50.31,46.43
Mll5.2_repP8-14_rep2,47.94,44.94,53.22,46.79
Mll5.3_repP8-14_rep2,48.43,69.50,46.36,58.16
Mll5.4_repP8-14_rep2,49.63,42.33,47.10,54.44
Morf4l1.2_repP8-14_rep2,47.84,44.46,49.02,46.69
Morf4l1.3_repP8-14_rep2,50.69,52.25,59.36,59.98
Morf4l1.4_repP8-14_rep2,48.33,43.63,49.96,47.83
Ms4a1.2_repP8-14_rep2,47.87,46.03,52.94,50.48
Ms4a1_repP8-14_rep2,48.04,43.95,46.25,48.71
Msl3.1_repP8-14_rep2,38.64,45.78,46.76,47.26
Msl3.2_repP8-14_rep2,48.44,49.51,68.32,47.58
Msl3.3_repP8-14_rep2,50.22,70.82,51.55,49.47
Msl3.4_repP8-14_rep2,49.07,75.98,41.13,56.66
Mta1.1_repP8-14_rep2,50.36,72.09,43.89,67.65
Mta1.2_repP8-14_rep2,50.07,50.00,46.78,47.57
Mta1.3_repP8-14_rep2,48.31,59.83,46.77,56.67
Mta1.4_repP8-14_rep2,69.40,46.74,47.91,50.25
Mta2.1_repP8-14_rep2,47.73,44.69,45.91,56.97
Mta2.2_repP8-14_rep2,65.11,67.13,67.87,47.96
Mta2.3_repP8-14_rep2,50.83,48.27,52.16,51.21
Mta2.4_repP8-14_rep2,47.90,45.79,46.45,44.42
Mta3.1_repP8-14_rep2,47.71,73.19,49.75,54.90
Mta3.2_repP8-14_rep2,48.27,67.64,68.85,52.14
Mta3.3_repP8-14_rep2,53.15,67.66,49.85,49.45
Mta3.4_repP8-14_rep2,45.66,64.49,45.85,65.72
Mtf2.1_repP8-14_rep2,36.98,44.66,51.26,40.97
Mtf2.2_repP8-14_rep2,49.11,53.53,35.50,36.92
Mtf2.3_repP8-14_rep2,47.20,50.91,49.95,45.75
Mtf2.4_repP8-14_rep2,48.33,53.92,50.17,47.51
Myst1.1_repP8-14_rep2,50.51,42.87,45.90,45.89
Myst1.2_repP8-14_rep2,59.96,47.30,53.90,47.58
Myst1.3_repP8-14_rep2,47.33,50.07,45.50,47.01
Myst1.4_repP8-14_rep2,47.50,59.14,46.80,48.94
Myst2.1_repP8-14_rep2,61.31,55.92,46.11,47.51
Myst2.2_repP8-14_rep2,50.79,41.99,61.00,47.53
Myst2.3_repP8-14_rep2,48.42,45.36,47.80,44.86
Myst2.4_repP8-14_rep2,48.61,50.21,47.73,50.99
Myst3.1_repP8-14_rep2,59.20,43.85,45.47,47.17
Myst3.2_repP8-14_rep2,46.94,46.91,47.62,71.74
Myst3.3_repP8-14_rep2,48.14,44.61,48.15,47.80
Myst3.4_repP8-14_rep2,50.07,47.28,49.27,53.92
Myst4.1_repP8-14_rep2,52.56,42.43,45.09,48.94
Myst4.3_repP8-14_rep2,46.97,49.54,46.79,46.18
Myst4.4_repP8-14_rep2,47.80,74.44,45.75,47.78
Nap1l1.1_repP8-14_rep2,55.54,72.38,50.73,49.35
Nap1l1.2_repP8-14_rep2,46.73,42.85,45.36,57.45
Nap1l1.3_repP8-14_rep2,55.74,50.62,47.32,57.62
Nap1l1.4_repP8-14_rep2,57.36,51.07,45.82,47.41
Nap1l2.1_repP8-14_rep2,46.95,45.39,56.49,46.15
Nap1l2.2_repP8-14_rep2,48.43,41.97,71.51,48.51
Nap1l2.3_repP8-14_rep2,67.21,45.77,46.78,58.83
Nap1l2.4_repP8-14_rep2,51.71,58.74,57.75,46.41
Nap1l3.1_repP8-14_rep2,54.57,55.11,59.21,47.09
Nap1l3.2_repP8-14_rep2,47.33,45.39,39.54,28.20
Nap1l3.3_repP8-14_rep2,41.89,44.24,46.19,47.75
Nap1l3.4_repP8-14_rep2,61.15,53.30,47.63,57.21
Ncoa1.1_repP8-14_rep2,52.64,55.32,38.07,57.00
Ncoa1.2_repP8-14_rep2,48.89,74.98,45.85,63.97
Ncoa1.3_repP8-14_rep2,54.25,60.64,47.11,45.10
Ncoa1.4_repP8-14_rep2,49.86,45.39,46.28,49.12
Ncoa3.1_repP8-14_rep2,56.85,76.33,47.56,51.13
Ncoa3.2_repP8-14_rep2,48.43,71.38,47.98,66.40
Ncoa3.3_repP8-14_rep2,48.71,45.39,46.75,46.91
Ncoa3.4_repP8-14_rep2,61.29,45.00,47.63,35.32
Ncor1.1_repP8-14_rep2,70.69,67.13,47.88,47.21
Ncor1.3_repP8-14_rep2,51.25,43.60,46.78,60.03
Ncor1.4_repP8-14_rep2,49.21,45.28,46.54,55.86
Ncor2.1_repP8-14_rep2,44.48,41.50,50.63,52.84
Ncor2.2_repP8-14_rep2,50.46,68.35,44.43,53.40
Ncor2.3_repP8-14_rep2,50.59,53.85,46.84,48.97
Ncor2.4_repP8-14_rep2,54.01,73.23,66.90,46.72
Nfatc3.2_repP8-14_rep2,48.96,44.73,54.00,47.18
Nfatc3.3_repP8-14_rep2,52.05,75.79,67.36,48.72
Nfatc3.7_repP8-14_rep2,59.56,64.70,45.73,45.01
Nfatc3.8_repP8-14_rep2,53.25,43.60,70.89,49.26
Nsd1.1_repP8-14_rep2,49.62,62.93,54.29,50.08
Nsd1.2_repP8-14_rep2,48.36,52.86,37.91,66.50
Nsd1.3_repP8-14_rep2,52.75,44.31,47.46,51.87
Nsd1.4_repP8-14_rep2,44.01,40.60,49.37,52.02
Orc1.1_repP8-14_rep2,48.85,45.40,54.33,68.84
Orc1.2_repP8-14_rep2,34.75,53.20,46.83,58.51
