Protein1,Protein2,Score
57504|MTA3|Q9BTC8,26147|PHF19|Q5T6S3,2.898939251
57713|SFMBT2|Q5VUG0,10943|MSL3|Q8N5Y2,2.89734592
10389|SCML2|Q9UQR0,8535|CBX4|O00257,2.894745036
1105|CHD1|O14646,57492|ARID1B|Q8NFD5,2.891563541
9070|ASH2L|Q9UBL3,3066|HDAC2|Q92769,2.874442306
3065|HDAC1|Q13547,26038|CHD5|Q8TDI0,2.863250419
5931|RBBP7|Q16576,26038|CHD5|Q8TDI0,2.857029567
4221|MEN1|O00255,11335|CBX3|Q13185,2.851374665
7799|PRDM2|Q13029,79831|KDM8|Q8N371,2.845523498
142|PARP1|P09874,6839|SUV39H1|O43463,2.843125478
4204|MECP2|P51608,6596|HLTF|Q14527,2.841100893
6045|RNF2|Q99496,6839|SUV39H1|O43463,2.834958631
3065|HDAC1|Q13547,3431|SP110|Q9HB58,2.833571845
3065|HDAC1|Q13547,5252|PHF1|O43189,2.83096398
11168|PSIP1|O75475,51592|TRIM33|Q9UPN9,2.817577345
6046|BRD2|P25440,7994|KAT6A|Q92794,2.802184474
2145|EZH1|Q92800,26038|CHD5|Q8TDI0,2.800894711
3720|JARID2|Q92833,10919|EHMT2|Q96KQ7,2.799311969
22976|PAXIP1|Q6ZW49,84108|PCGF6|Q9BYE7,2.798000292
6046|BRD2|P25440,7862|BRPF1|P55201,2.797137227
51460|SFMBT1|Q9UHJ3,22955|SCMH1|Q96GD3,2.795926031
84289|ING5|Q8WYH8,23476|BRD4|O60885,2.794604888
27154|BRPF3|Q9ULD4,6046|BRD2|P25440,2.788842272
57680|CHD8|Q9HCK8,80335|WDR82|Q6UXN9,2.785619591
5927|KDM5A|P29375,10419|PRMT5|O14744,2.781317739
84108|PCGF6|Q9BYE7,5928|RBBP4|Q09028,2.774966462
56950|SMYD2|Q9NRG4,80012|PHC3|Q8NDX5,2.769726095
54620|FBXL19|Q6PCT2,23030|KDM4B|O94953,2.767661437
58508|MLL3|Q8NEZ4,3066|HDAC2|Q92769,2.765961802
84787|SUV420H2|Q86Y97,27125|AFF4|Q9UHB7,2.760085367
27125|AFF4|Q9UHB7,4299|AFF1|P51825,2.757898171
3065|HDAC1|Q13547,6594|SMARCA1|P28370,2.756695054
3015|H2AFZ|P0C0S5,64324|NSD1|Q96L73,2.736025911
6046|BRD2|P25440,5931|RBBP7|Q16576,2.717498919
1106|CHD2|O14647,4204|MECP2|P51608,2.715450333
11091|WDR5|P61964,10919|EHMT2|Q96KQ7,2.712660258
6119|RPA3|P35244,8535|CBX4|O00257,2.701622306
23468|CBX5|P45973,79831|KDM8|Q8N371,2.698586732
6596|HLTF|Q14527,84661|DPY30|Q9C005,2.698233695
79813|EHMT1|Q9H9B1,3066|HDAC2|Q92769,2.69581326
26147|PHF19|Q5T6S3,9219|MTA2|O94776,2.69489373
6605|SMARCE1|Q969G3,389856|USP27X|A6NNY8,2.690096768
11168|PSIP1|O75475,8467|SMARCA5|O60264,2.685684366
84787|SUV420H2|Q86Y97,1912|PHC2|Q8IXK0,2.655960597
23246|BOP1|Q14137,23476|BRD4|O60885,2.649591189
6595|SMARCA2|P51531,60|ACTB|P60709,2.648945081
23309|SIN3B|O75182,26147|PHF19|Q5T6S3,2.645251484
26147|PHF19|Q5T6S3,79813|EHMT1|Q9H9B1,2.633583829
10419|PRMT5|O14744,55818|KDM3A|Q9Y4C1,2.632469339
57634|EP400|Q96L91,3066|HDAC2|Q92769,2.62737767
10498|CARM1|Q86X55,6046|BRD2|P25440,2.627371306
6015|RING1|Q06587,1108|CHD4|Q14839,2.626321601
84661|DPY30|Q9C005,2145|EZH1|Q92800,2.620354112
23569|PADI4|Q9UM07,55693|KDM4D|Q6B0I6,2.611887019
5431|POLR2B|P30876,57680|CHD8|Q9HCK8,2.593241539
84289|ING5|Q8WYH8,3066|HDAC2|Q92769,2.581322299
79813|EHMT1|Q9H9B1,2146|EZH2|Q15910,2.565351224
1106|CHD2|O14647,6601|SMARCC2|Q8TAQ2,2.554766524
6601|SMARCC2|Q8TAQ2,55693|KDM4D|Q6B0I6,2.548500847
9031|BAZ1B|Q9UIG0,6046|BRD2|P25440,2.533711745
6605|SMARCE1|Q969G3,23081|KDM4C|Q9H3R0,2.53169491
27125|AFF4|Q9UHB7,80335|WDR82|Q6UXN9,2.526928002
3720|JARID2|Q92833,8535|CBX4|O00257,2.52395381
84733|CBX2|Q14781,22992|KDM2A|Q9Y2K7,2.515335717
22976|PAXIP1|Q6ZW49,83746|L3MBTL2|Q969R5,2.512193416
27125|AFF4|Q9UHB7,23246|BOP1|Q14137,2.505024959
10765|KDM5B|Q9UGL1,10155|TRIM28|Q13263,2.502840404
10036|CHAF1A|Q13111,10155|TRIM28|Q13263,2.499008561
6015|RING1|Q06587,84148|KAT8|Q9H7Z6,2.488849508
26147|PHF19|Q5T6S3,6594|SMARCA1|P28370,2.48807393
1108|CHD4|Q14839,10155|TRIM28|Q13263,2.449759445
5563|PRKAA2|P54646,5931|RBBP7|Q16576,2.436194229
26147|PHF19|Q5T6S3,10919|EHMT2|Q96KQ7,2.436169512
8085|MLL2|O14686,84108|PCGF6|Q9BYE7,2.422116825
9031|BAZ1B|Q9UIG0,546|ATRX|P46100,2.420827244
54904|WHSC1L1|Q9BZ95,79813|EHMT1|Q9H9B1,2.412961236
1912|PHC2|Q8IXK0,1105|CHD1|O14646,2.412617334
9329|GTF3C4|Q9UKN8,55929|DMAP1|Q9NPF5,2.398687722
23246|BOP1|Q14137,9112|MTA1|Q13330,2.391413768
23468|CBX5|P45973,11091|WDR5|P61964,2.39028739
26147|PHF19|Q5T6S3,4204|MECP2|P51608,2.388763124
27125|AFF4|Q9UHB7,9112|MTA1|Q13330,2.377574113
26147|PHF19|Q5T6S3,53615|MBD3|O95983,2.372059338
57680|CHD8|Q9HCK8,8535|CBX4|O00257,2.366296642
9031|BAZ1B|Q9UIG0,6594|SMARCA1|P28370,2.349881818
3015|H2AFZ|P0C0S5,54623|PAF1|Q8N7H5,2.346163774
84733|CBX2|Q14781,56950|SMYD2|Q9NRG4,2.342719933
51111|SUV420H1|Q4FZB7,4673|NAP1L1|P55209,2.321831919
25942|SIN3A|Q96ST3,10933|MORF4L1|Q9UBU8,2.306477415
389856|USP27X|A6NNY8,11091|WDR5|P61964,2.303039708
4152|MBD1|Q9UIS9,6594|SMARCA1|P28370,2.302576954
6015|RING1|Q06587,30827|CXXC1|Q9P0U4,2.298058875
56950|SMYD2|Q9NRG4,84108|PCGF6|Q9BYE7,2.287742166
84289|ING5|Q8WYH8,25942|SIN3A|Q96ST3,2.270873291
10013|HDAC6|Q9UBN7,84661|DPY30|Q9C005,2.256970885
5927|KDM5A|P29375,55929|DMAP1|Q9NPF5,2.255121403
6046|BRD2|P25440,23522|KAT6B|Q8WYB5,2.251491062
6599|SMARCC1|Q92922,23081|KDM4C|Q9H3R0,2.249546286
84787|SUV420H2|Q86Y97,6601|SMARCC2|Q8TAQ2,2.246127115
5563|PRKAA2|P54646,5110|PCMT1|P22061,2.24126742
3065|HDAC1|Q13547,84108|PCGF6|Q9BYE7,2.23443051
27125|AFF4|Q9UHB7,8535|CBX4|O00257,2.233518352
3066|HDAC2|Q92769,10919|EHMT2|Q96KQ7,2.230396168
10498|CARM1|Q86X55,7994|KAT6A|Q92794,2.226665838
9070|ASH2L|Q9UBL3,11335|CBX3|Q13185,2.221763765
10498|CARM1|Q86X55,7862|BRPF1|P55201,2.221749271
54904|WHSC1L1|Q9BZ95,10919|EHMT2|Q96KQ7,2.217681661
10498|CARM1|Q86X55,27154|BRPF3|Q9ULD4,2.213614759
55929|DMAP1|Q9NPF5,25942|SIN3A|Q96ST3,2.212986009
23246|BOP1|Q14137,8520|HAT1|O14929,2.206094975
6046|BRD2|P25440,23476|BRD4|O60885,2.201488295
9869|SETDB1|Q15047,2146|EZH2|Q15910,2.196382719
11198|SUPT16H|Q9Y5B9,79831|KDM8|Q8N371,2.191552833
11108|PRDM4|Q9UKN5,10419|PRMT5|O14744,2.190597976
4673|NAP1L1|P55209,11168|PSIP1|O75475,2.178586249
9739|SETD1A|O15047,389856|USP27X|A6NNY8,2.165041028
54093|SETD4|Q9NVD3,3276|PRMT1|Q99873,2.159911325
8085|MLL2|O14686,83746|L3MBTL2|Q969R5,2.149875883
79813|EHMT1|Q9H9B1,84661|DPY30|Q9C005,2.146785275
6015|RING1|Q06587,3054|HCFC1|P51610,2.137996494
23028|KDM1A|O60341,23411|SIRT1|Q96EB6,2.131541913
6046|BRD2|P25440,84661|DPY30|Q9C005,2.127508736
6045|RNF2|Q99496,10919|EHMT2|Q96KQ7,2.121114024
142|PARP1|P09874,80854|SETD7|Q8WTS6,2.109472096
51111|SUV420H1|Q4FZB7,142|PARP1|P09874,2.101453046
6597|SMARCA4|P51532,1105|CHD1|O14646,2.096506975
22823|MTF2|Q9Y483,2965|GTF2H1|P32780,2.095851881
9739|SETD1A|O15047,6045|RNF2|Q99496,2.092391076
54093|SETD4|Q9NVD3,3015|H2AFZ|P0C0S5,2.089016282
10419|PRMT5|O14744,7319|UBE2A|P49459,2.085522461
11198|SUPT16H|Q9Y5B9,9869|SETDB1|Q15047,2.084578363
84456|L3MBTL3|Q96JM7,3066|HDAC2|Q92769,2.078877751
23512|SUZ12|Q15022,9869|SETDB1|Q15047,2.078246791
26013|L3MBTL1|Q9Y468,5931|RBBP7|Q16576,2.075719899
79813|EHMT1|Q9H9B1,11091|WDR5|P61964,2.067131347
6015|RING1|Q06587,4221|MEN1|O00255,2.065680935
142|PARP1|P09874,22992|KDM2A|Q9Y2K7,2.064270308
2146|EZH2|Q15910,8535|CBX4|O00257,2.062313355
2146|EZH2|Q15910,6839|SUV39H1|O43463,2.056963496
27125|AFF4|Q9UHB7,8520|HAT1|O14929,2.05616179
1911|PHC1|P78364,22992|KDM2A|Q9Y2K7,2.054494809
22976|PAXIP1|Q6ZW49,3066|HDAC2|Q92769,2.049974619
10155|TRIM28|Q13263,10919|EHMT2|Q96KQ7,2.046611582
23309|SIN3B|O75182,55929|DMAP1|Q9NPF5,2.043514439
26147|PHF19|Q5T6S3,9112|MTA1|Q13330,2.041570481
10389|SCML2|Q9UQR0,84333|PCGF5|Q86SE9,2.041517858
6046|BRD2|P25440,23468|CBX5|P45973,2.036526432
5252|PHF1|O43189,10951|CBX1|P83916,2.034049197
3066|HDAC2|Q92769,10943|MSL3|Q8N5Y2,2.032991351
25942|SIN3A|Q96ST3,10902|BRD8|Q9H0E9,2.031041792
9739|SETD1A|O15047,6046|BRD2|P25440,2.030625783
10765|KDM5B|Q9UGL1,3276|PRMT1|Q99873,2.023567313
79960|PHF17|Q6IE81,6046|BRD2|P25440,2.023445253
142|PARP1|P09874,7319|UBE2A|P49459,2.022007345
2289|FKBP5|Q13451,10155|TRIM28|Q13263,2.021919394
7403|KDM6A|O15550,11335|CBX3|Q13185,2.019914608
1106|CHD2|O14647,6045|RNF2|Q99496,2.016480826
23081|KDM4C|Q9H3R0,6597|SMARCA4|P51532,2.016126156
4299|AFF1|P51825,1108|CHD4|Q14839,2.013482917
1105|CHD1|O14646,80335|WDR82|Q6UXN9,2.008601148
5563|PRKAA2|P54646,1912|PHC2|Q8IXK0,2.003863786
6605|SMARCE1|Q969G3,2648|KAT2A|Q92830,1.998729165
84333|PCGF5|Q86SE9,22992|KDM2A|Q9Y2K7,1.997232006
22992|KDM2A|Q9Y2K7,80012|PHC3|Q8NDX5,1.995811581
11143|KAT7|O95251,23246|BOP1|Q14137,1.993799986
3015|H2AFZ|P0C0S5,10322|SMYD5|Q6GMV2,1.983342641
9329|GTF3C4|Q9UKN8,79813|EHMT1|Q9H9B1,1.979821664
55693|KDM4D|Q6B0I6,6597|SMARCA4|P51532,1.97587611
27125|AFF4|Q9UHB7,6601|SMARCC2|Q8TAQ2,1.971536158
9739|SETD1A|O15047,546|ATRX|P46100,1.968742643
4204|MECP2|P51608,11168|PSIP1|O75475,1.956366465
6046|BRD2|P25440,9112|MTA1|Q13330,1.949854451
1108|CHD4|Q14839,9869|SETDB1|Q15047,1.945247345
10419|PRMT5|O14744,56981|PRDM11|Q9NQV5,1.943873194
10498|CARM1|Q86X55,5931|RBBP7|Q16576,1.941147754
5931|RBBP7|Q16576,84661|DPY30|Q9C005,1.936472878
7799|PRDM2|Q13029,80335|WDR82|Q6UXN9,1.93314378
1108|CHD4|Q14839,387893|SETD8|Q9NQR1,1.913736977
11198|SUPT16H|Q9Y5B9,23246|BOP1|Q14137,1.909718457
22955|SCMH1|Q96GD3,22992|KDM2A|Q9Y2K7,1.90814058
26147|PHF19|Q5T6S3,8535|CBX4|O00257,1.904161544
9329|GTF3C4|Q9UKN8,4673|NAP1L1|P55209,1.899628152
11176|BAZ2A|Q9UIF9,60|ACTB|P60709,1.895347532
60|ACTB|P60709,6604|SMARCD3|Q6STE5,1.890515375
1912|PHC2|Q8IXK0,9869|SETDB1|Q15047,1.889772423
9112|MTA1|Q13330,546|ATRX|P46100,1.888663354
4204|MECP2|P51608,1105|CHD1|O14646,1.881541401
1106|CHD2|O14647,11335|CBX3|Q13185,1.870267367
142|PARP1|P09874,9682|KDM4A|O75164,1.868727679
26147|PHF19|Q5T6S3,8520|HAT1|O14929,1.860702781
10389|SCML2|Q9UQR0,84759|PCGF1|Q9BSM1,1.8589032
10771|ZMYND11|Q15326,3015|H2AFZ|P0C0S5,1.851794544
7703|PCGF2|P35227,22992|KDM2A|Q9Y2K7,1.850157242
27125|AFF4|Q9UHB7,55193|PBRM1|Q86U86,1.849916462
10419|PRMT5|O14744,10322|SMYD5|Q6GMV2,1.848188427
3066|HDAC2|Q92769,7994|KAT6A|Q92794,1.847291587
3065|HDAC1|Q13547,8467|SMARCA5|O60264,1.846908904
4204|MECP2|P51608,5252|PHF1|O43189,1.840614654
84289|ING5|Q8WYH8,11091|WDR5|P61964,1.839581939
7862|BRPF1|P55201,3066|HDAC2|Q92769,1.83752162
27154|BRPF3|Q9ULD4,3066|HDAC2|Q92769,1.824117639
6601|SMARCC2|Q8TAQ2,1105|CHD1|O14646,1.818206385
84759|PCGF1|Q9BSM1,22992|KDM2A|Q9Y2K7,1.815382738
10419|PRMT5|O14744,6419|SETMAR|Q53H47,1.814518104
9739|SETD1A|O15047,23411|SIRT1|Q96EB6,1.813753969
23476|BRD4|O60885,7994|KAT6A|Q92794,1.811544455
1912|PHC2|Q8IXK0,3431|SP110|Q9HB58,1.809791095
7862|BRPF1|P55201,23476|BRD4|O60885,1.806656095
27154|BRPF3|Q9ULD4,23476|BRD4|O60885,1.798788868
4204|MECP2|P51608,8467|SMARCA5|O60264,1.796343215
6015|RING1|Q06587,79813|EHMT1|Q9H9B1,1.79569278
91133|L3MBTL4|Q8NA19,10943|MSL3|Q8N5Y2,1.794230899
11198|SUPT16H|Q9Y5B9,23476|BRD4|O60885,1.792286779
9031|BAZ1B|Q9UIG0,11198|SUPT16H|Q9Y5B9,1.79008914
83746|L3MBTL2|Q969R5,9112|MTA1|Q13330,1.786919949
11335|CBX3|Q13185,79831|KDM8|Q8N371,1.784411495
9739|SETD1A|O15047,2648|KAT2A|Q92830,1.780919869
6015|RING1|Q06587,5563|PRKAA2|P54646,1.776950222
3065|HDAC1|Q13547,8208|CHAF1B|Q13112,1.773098754
23246|BOP1|Q14137,1108|CHD4|Q14839,1.771837132
6605|SMARCE1|Q969G3,7994|KAT6A|Q92794,1.765191943
4673|NAP1L1|P55209,23210|JMJD6|Q6NYC1,1.759353901
11335|CBX3|Q13185,8535|CBX4|O00257,1.757147484
7862|BRPF1|P55201,6605|SMARCE1|Q969G3,1.755459649
23466|CBX6|O95503,22992|KDM2A|Q9Y2K7,1.754539967
25942|SIN3A|Q96ST3,3431|SP110|Q9HB58,1.750484558
6601|SMARCC2|Q8TAQ2,7799|PRDM2|Q13029,1.744069698
27154|BRPF3|Q9ULD4,6605|SMARCE1|Q969G3,1.742250168
26147|PHF19|Q5T6S3,10036|CHAF1A|Q13111,1.73313037
83746|L3MBTL2|Q969R5,9869|SETDB1|Q15047,1.731021257
3015|H2AFZ|P0C0S5,639|PRDM1|O75626,1.727489766
10419|PRMT5|O14744,23326|USP22|Q9UPT9,1.726489108
9810|RNF40|O75150,3015|H2AFZ|P0C0S5,1.720178543
84661|DPY30|Q9C005,10919|EHMT2|Q96KQ7,1.719739327
8289|ARID1A|O14497,60|ACTB|P60709,1.716157424
8085|MLL2|O14686,3066|HDAC2|Q92769,1.714167224
23135|KDM6B|O15054,10419|PRMT5|O14744,1.702783609
27125|AFF4|Q9UHB7,6597|SMARCA4|P51532,1.701018209
23081|KDM4C|Q9H3R0,6045|RNF2|Q99496,1.699475365
10498|CARM1|Q86X55,23522|KAT6B|Q8WYB5,1.695174889
6605|SMARCE1|Q969G3,55693|KDM4D|Q6B0I6,1.691480547
10389|SCML2|Q9UQR0,84678|KDM2B|Q8NHM5,1.689434625
54620|FBXL19|Q6PCT2,5110|PCMT1|P22061,1.687296092
6015|RING1|Q06587,58508|MLL3|Q8NEZ4,1.681341323
6015|RING1|Q06587,1105|CHD1|O14646,1.674554314
6046|BRD2|P25440,23774|BRD1|O95696,1.673096562
10419|PRMT5|O14744,158880|USP51|Q70EK9,1.664872148
23246|BOP1|Q14137,6749|SSRP1|Q08945,1.652865001
57713|SFMBT2|Q5VUG0,10419|PRMT5|O14744,1.648968475
51460|SFMBT1|Q9UHJ3,3015|H2AFZ|P0C0S5,1.648037069
10498|CARM1|Q86X55,23476|BRD4|O60885,1.647529946
9329|GTF3C4|Q9UKN8,51592|TRIM33|Q9UPN9,1.647291346
84289|ING5|Q8WYH8,3276|PRMT1|Q99873,1.646934918
84678|KDM2B|Q8NHM5,22992|KDM2A|Q9Y2K7,1.646777051
8726|EED|O75530,10951|CBX1|P83916,1.64390897
1108|CHD4|Q14839,6839|SUV39H1|O43463,1.637496005
57492|ARID1B|Q8NFD5,80335|WDR82|Q6UXN9,1.637445231
26147|PHF19|Q5T6S3,8208|CHAF1B|Q13112,1.633601433
79813|EHMT1|Q9H9B1,6045|RNF2|Q99496,1.623989751
22823|MTF2|Q9Y483,10951|CBX1|P83916,1.62338946
6046|BRD2|P25440,11335|CBX3|Q13185,1.622930955
11198|SUPT16H|Q9Y5B9,23468|CBX5|P45973,1.610810259
1105|CHD1|O14646,8535|CBX4|O00257,1.610309629
9031|BAZ1B|Q9UIG0,4299|AFF1|P51825,1.609884284
57634|EP400|Q96L91,5928|RBBP4|Q09028,1.60877146
6749|SSRP1|Q08945,79831|KDM8|Q8N371,1.608694055
57332|CBX8|Q9HC52,22992|KDM2A|Q9Y2K7,1.608524803
5110|PCMT1|P22061,51147|ING4|Q9UNL4,1.607877867
6749|SSRP1|Q08945,142|PARP1|P09874,1.604577987
60|ACTB|P60709,6598|SMARCB1|Q12824,1.603784697
648|BMI1|P35226,22992|KDM2A|Q9Y2K7,1.59898396
1105|CHD1|O14646,6045|RNF2|Q99496,1.597303875
10155|TRIM28|Q13263,6839|SUV39H1|O43463,1.596532404
6015|RING1|Q06587,22992|KDM2A|Q9Y2K7,1.593452998
11143|KAT7|O95251,6046|BRD2|P25440,1.566528428
54904|WHSC1L1|Q9BZ95,5928|RBBP4|Q09028,1.560851131
3065|HDAC1|Q13547,3054|HCFC1|P51610,1.560171077
1912|PHC2|Q8IXK0,6839|SUV39H1|O43463,1.548215917
4204|MECP2|P51608,23476|BRD4|O60885,1.544588244
3066|HDAC2|Q92769,9869|SETDB1|Q15047,1.544262244
9739|SETD1A|O15047,55929|DMAP1|Q9NPF5,1.543850696
9031|BAZ1B|Q9UIG0,9869|SETDB1|Q15047,1.543846818
3065|HDAC1|Q13547,546|ATRX|P46100,1.53245273
57634|EP400|Q96L91,5931|RBBP7|Q16576,1.532291009
11335|CBX3|Q13185,3066|HDAC2|Q92769,1.529320841
55818|KDM3A|Q9Y4C1,51780|KDM3B|Q7LBC6,1.528902842
84444|DOT1L|Q8TEK3,142|PARP1|P09874,1.520542551
6015|RING1|Q06587,9739|SETD1A|O15047,1.516159232
6605|SMARCE1|Q969G3,8850|KAT2B|Q92831,1.509247838
86|ACTL6A|O96019,6839|SUV39H1|O43463,1.507888449
142|PARP1|P09874,59336|PRDM13|Q9H4Q3,1.506645885
9739|SETD1A|O15047,8850|KAT2B|Q92831,1.494634307
10419|PRMT5|O14744,7468|WHSC1|O96028,1.49455451
86|ACTL6A|O96019,10902|BRD8|Q9H0E9,1.491442537
3720|JARID2|Q92833,55193|PBRM1|Q86U86,1.490090264
5563|PRKAA2|P54646,64324|NSD1|Q96L73,1.487741934
9329|GTF3C4|Q9UKN8,10919|EHMT2|Q96KQ7,1.485196128
58508|MLL3|Q8NEZ4,6045|RNF2|Q99496,1.48245647
1108|CHD4|Q14839,389856|USP27X|A6NNY8,1.480922166
10498|CARM1|Q86X55,79960|PHF17|Q6IE81,1.478746507
6839|SUV39H1|O43463,10951|CBX1|P83916,1.473476642
86|ACTL6A|O96019,7994|KAT6A|Q92794,1.469987139
6601|SMARCC2|Q8TAQ2,7994|KAT6A|Q92794,1.467484391
2289|FKBP5|Q13451,1108|CHD4|Q14839,1.467027129
86|ACTL6A|O96019,7862|BRPF1|P55201,1.462470125
7862|BRPF1|P55201,6601|SMARCC2|Q8TAQ2,1.457933181
84787|SUV420H2|Q86Y97,4204|MECP2|P51608,1.45634316
84289|ING5|Q8WYH8,6605|SMARCE1|Q969G3,1.456029218
27154|BRPF3|Q9ULD4,86|ACTL6A|O96019,1.4480307
27154|BRPF3|Q9ULD4,6601|SMARCC2|Q8TAQ2,1.44553748
26147|PHF19|Q5T6S3,1108|CHD4|Q14839,1.441125244
23476|BRD4|O60885,6594|SMARCA1|P28370,1.4322017
64324|NSD1|Q96L73,56950|SMYD2|Q9NRG4,1.431441842
3276|PRMT1|Q99873,23411|SIRT1|Q96EB6,1.430766028
5927|KDM5A|P29375,3276|PRMT1|Q99873,1.428750777
11091|WDR5|P61964,7994|KAT6A|Q92794,1.428730009
57713|SFMBT2|Q5VUG0,60|ACTB|P60709,1.427837914
84759|PCGF1|Q9BSM1,11168|PSIP1|O75475,1.426244965
51460|SFMBT1|Q9UHJ3,1912|PHC2|Q8IXK0,1.424846245
7862|BRPF1|P55201,11091|WDR5|P61964,1.419208843
9031|BAZ1B|Q9UIG0,54623|PAF1|Q8N7H5,1.417266617
3065|HDAC1|Q13547,54904|WHSC1L1|Q9BZ95,1.410645079
91133|L3MBTL4|Q8NA19,10419|PRMT5|O14744,1.408413874
8208|CHAF1B|Q13112,10155|TRIM28|Q13263,1.408055773
10013|HDAC6|Q9UBN7,3065|HDAC1|Q13547,1.407949671
27154|BRPF3|Q9ULD4,11091|WDR5|P61964,1.406933528
8535|CBX4|O00257,23411|SIRT1|Q96EB6,1.405846942
6045|RNF2|Q99496,3066|HDAC2|Q92769,1.404261576
55693|KDM4D|Q6B0I6,55193|PBRM1|Q86U86,1.40080341
6015|RING1|Q06587,10919|EHMT2|Q96KQ7,1.396572283
4204|MECP2|P51608,8726|EED|O75530,1.396241227
5431|POLR2B|P30876,4299|AFF1|P51825,1.394431709
3276|PRMT1|Q99873,80853|JHDM1D|Q6ZMT4,1.393099517
55140|ELP3|Q9H9T3,55193|PBRM1|Q86U86,1.388570715
5928|RBBP4|Q09028,55140|ELP3|Q9H9T3,1.387828696
4204|MECP2|P51608,23081|KDM4C|Q9H3R0,1.38616316
3276|PRMT1|Q99873,6672|SP100|P23497,1.385487535
86|ACTL6A|O96019,10933|MORF4L1|Q9UBU8,1.385456288
64324|NSD1|Q96L73,3431|SP110|Q9HB58,1.380051536
9031|BAZ1B|Q9UIG0,23246|BOP1|Q14137,1.379353414
23476|BRD4|O60885,6749|SSRP1|Q08945,1.375240491
3276|PRMT1|Q99873,3431|SP110|Q9HB58,1.374146358
22823|MTF2|Q9Y483,4204|MECP2|P51608,1.371262117
83746|L3MBTL2|Q969R5,8535|CBX4|O00257,1.369824255
11143|KAT7|O95251,86|ACTL6A|O96019,1.366305194
3276|PRMT1|Q99873,23774|BRD1|O95696,1.361494019
55929|DMAP1|Q9NPF5,5931|RBBP7|Q16576,1.358140663
9739|SETD1A|O15047,3065|HDAC1|Q13547,1.356834152
26147|PHF19|Q5T6S3,25942|SIN3A|Q96ST3,1.355763865
6046|BRD2|P25440,1108|CHD4|Q14839,1.355720854
6119|RPA3|P35244,4673|NAP1L1|P55209,1.354647183
11143|KAT7|O95251,8535|CBX4|O00257,1.350518908
27125|AFF4|Q9UHB7,1108|CHD4|Q14839,1.348484715
10419|PRMT5|O14744,23774|BRD1|O95696,1.346678143
22955|SCMH1|Q96GD3,56950|SMYD2|Q9NRG4,1.345981824
26147|PHF19|Q5T6S3,10951|CBX1|P83916,1.345307712
79960|PHF17|Q6IE81,8535|CBX4|O00257,1.341311095
23468|CBX5|P45973,6749|SSRP1|Q08945,1.337779127
5110|PCMT1|P22061,6839|SUV39H1|O43463,1.332915969
5431|POLR2B|P30876,9869|SETDB1|Q15047,1.330574069
86|ACTL6A|O96019,51147|ING4|Q9UNL4,1.329945701
58508|MLL3|Q8NEZ4,11335|CBX3|Q13185,1.329139216
23569|PADI4|Q9UM07,5110|PCMT1|P22061,1.328241992
5252|PHF1|O43189,79813|EHMT1|Q9H9B1,1.327368574
86|ACTL6A|O96019,9869|SETDB1|Q15047,1.325959537
79813|EHMT1|Q9H9B1,10155|TRIM28|Q13263,1.324449284
4673|NAP1L1|P55209,6596|HLTF|Q14527,1.323068769
6015|RING1|Q06587,3066|HDAC2|Q92769,1.311242092
60|ACTB|P60709,10196|PRMT3|O60678,1.309206722
6046|BRD2|P25440,3276|PRMT1|Q99873,1.303623526
23476|BRD4|O60885,23522|KAT6B|Q8WYB5,1.303311795
4221|MEN1|O00255,3065|HDAC1|Q13547,1.30147922
1108|CHD4|Q14839,546|ATRX|P46100,1.299426449
55929|DMAP1|Q9NPF5,8520|HAT1|O14929,1.29879953
9739|SETD1A|O15047,3431|SP110|Q9HB58,1.291180405
51780|KDM3B|Q7LBC6,25942|SIN3A|Q96ST3,1.289078848
23468|CBX5|P45973,9869|SETDB1|Q15047,1.285099915
23028|KDM1A|O60341,22955|SCMH1|Q96GD3,1.276521256
51460|SFMBT1|Q9UHJ3,10943|MSL3|Q8N5Y2,1.276123553
6046|BRD2|P25440,25942|SIN3A|Q96ST3,1.271669101
3276|PRMT1|Q99873,23522|KAT6B|Q8WYB5,1.270678123
387893|SETD8|Q9NQR1,142|PARP1|P09874,1.268893542
27125|AFF4|Q9UHB7,1912|PHC2|Q8IXK0,1.265280231
84444|DOT1L|Q8TEK3,3015|H2AFZ|P0C0S5,1.260806967
54620|FBXL19|Q6PCT2,5928|RBBP4|Q09028,1.254812487
3015|H2AFZ|P0C0S5,158880|USP51|Q70EK9,1.25440034
6015|RING1|Q06587,22976|PAXIP1|Q6ZW49,1.248837625
9739|SETD1A|O15047,23028|KDM1A|O60341,1.239953138
3065|HDAC1|Q13547,9611|NCOR1|O75376,1.236908897
10765|KDM5B|Q9UGL1,3015|H2AFZ|P0C0S5,1.235068333
3276|PRMT1|Q99873,57680|CHD8|Q9HCK8,1.234742381
2965|GTF2H1|P32780,2145|EZH1|Q92800,1.226884559
3065|HDAC1|Q13547,23411|SIRT1|Q96EB6,1.224764903
9329|GTF3C4|Q9UKN8,8805|TRIM24|O15164,1.224579751
4204|MECP2|P51608,23246|BOP1|Q14137,1.223776416
10419|PRMT5|O14744,2962|GTF2F1|P35269,1.220075651
84456|L3MBTL3|Q96JM7,22955|SCMH1|Q96GD3,1.208816456
55693|KDM4D|Q6B0I6,8467|SMARCA5|O60264,1.197344401
56950|SMYD2|Q9NRG4,22992|KDM2A|Q9Y2K7,1.196487304
