plate,shRNA,Well,Percentage
13,Prdm4.4,G11,58.07888041
19,Clock.3,C09,59
3,Carm1.2,C08,47.6498801
4,Chd9.3,E11,47.65245548
17,Suv39h1.2,E03,59.03216111
14,Rnf40.3,F03,58.11915888
control 2,shSmarca4.4,E05,58.1300813
15,Setdb1.3,D04,59.05109489
19,Zmynd8.4,G03,59.05368517
17,Suv420h2.1,C06,59.07572383
1,Asxl2.1,B05,47.72727273
15,Sin3b.1,B07,59.09345271
7,Hira.4,G07,47.75698539
21,Setd7.1,G04,59.12663755
12,Phc1.2,E07,58.2298631
20,Parp2.2,C06,59.16615573
4,Dnmt1.3,E10,47.81021898
3,Chd1l.3,D07,47.83783784
1,Aff4.3,F02,47.84542674
19,Zmynd8.2,E02,59.21219822
2,Brpf3.4,G05,47.86628734
control 1,shWhsc1.2,B07,47.87717968
19,Cbx2.2,E10,59.25117005
1,Aurkb.1,B07,47.92882147
3,Cbx4.2,D09,47.94117647
11,Pbrm1.3,D07,58.35678109
18,Ube2b.1,B03,59.32977913
control 1,shWhsc1.1,B06,47.98245614
11,Padi4.4,F04,58.38852097
10,Nap1l1.1,B07,58.38992643
control 1,shSp140.1,F06,47.99683711
13,Prkaa2.2,D03,58.44011142
5,Elp4.2,D09,48.04270463
4,Crebbp.2,E02,48.05194805
12,Phf8.2,D08,58.45070423
20,Phc2.2,G02,59.40975192
20,Jmjd8.3,E02,59.43796394
3,Cbx7.1,B03,48.11031665
1,Atrx.4,G06,48.12463935
8,Jmjd6.2,D02,58.54330709
11,Orc1.1,B05,58.55130785
11,Pbrm1.2,D03,58.55925639
14,Rnf20.1,B11,58.5596222
15,Scml4.1,B06,59.61722488
7,Hells.4,F10,48.2832618
17,Sp140.3,F05,59.65063001
10,Myst1.4,G02,58.67828613
19,Whsc1l1.4,G07,59.67280164
6,Gadd45a.4,G08,48.3357453
15,Scml2.3,E08,59.71196455
15,Setdb2.4,F04,59.77324263
20,Mecp2.1,E03,59.81617647
15,Setdb1.2,C10,59.83251516
1,Arid2.2,D06,48.53495793
3,Brwd3.3,E08,48.55769231
2,Brpf3.3,F03,48.58934169
5,Eed.2,D02,48.58934169
control 1,shWdr82.2,G07,48.62068966
7,Hltf.3,E11,48.66494401
15,Scml4.4,G08,60
17,Sp110.3,F06,60
3,Cbx5.4,G03,48.68338558
19,Cecr2.3,E05,60.04115226
6,Gadd45b.1,C03,48.72483221
3,Cbx7.2,C10,48.73015873
control 2,shBptf.2,B03,59.04255319
13,Prkaa2.1,C09,59.04330597
7,Jmjd4.3,F03,48.74141876
8,Kdm4d.4,G06,59.07956751
7,Jarid2.4,F07,48.80339969
20,Gtf2h1.2,C08,60.13157895
7,Ing3.2,E03,48.8358887
9,L3mbtl2.4,G03,59.13166588
15,Setd5.3,F09,60.18048505
17,Taf3.1,C09,60.19922044
6,Hdac4.2,D03,48.89643463
1,Asxl3.3,D04,48.89655172
14,Prmt7.2,D09,59.18618989
control 3,shCd4.4,E10,60.23594726
16,Sirt7.2,D09,60.24937656
3,Chaf1a.1,C06,48.92887746
7,Hells.3,F06,48.99154196
19,Eaf1.3,F03,60.33188463
5,Ezh2.3,E09,49.01610018
20,Fbxo17.3,C04,60.35976016
8,Kdm3a.3,E06,59.31530638
12,Phc1.1,D05,59.34314836
19,Chd7.1,F07,60.40462428
20,Iws1.3,E11,60.42553191
7,Hira.3,F05,49.11280101
13,Prdm13.3,F06,59.375
control 3,shWhsc1.4,B09,60.43882979
19,Wdr5.2,D02,60.4505632
7,Ing4.4,G09,49.14821124
17,Suv420h1.3,E06,60.47310187
control 1,shWdr82.1,G06,49.18309859
16,Smarca5.2,C10,60.50917703
7,Hells.1,C03,49.20850294
17,Suv39h1.1,B05,60.5424322
12,Ppargc1a.2,D03,59.48504354
8,Kdm3b.2,D08,59.49238579
14,Prmt8.1,C11,59.5113438
18,Tet3.3,F06,60.59670782
9,Mbd1.2,C07,59.54446855
control 3,shKlf2.1,E06,60.62801932
12,Prdm1.3,F03,59.56181534
14,Prmt6.1,D05,59.58142577
4,Dmap1.3,E06,49.36507937
9,Kdm6b.3,F05,59.6
11,Parp1.3,E05,59.60526316
10,Myst1.3,E10,59.61145194
8,Kdm2b.1,B03,59.64912281
11,Nap1l3.1,B10,59.64912281
8,Kat5.3,F05,59.66562173
15,Setdb2.1,B04,60.75949367
13,Prdm14.3,F05,59.68514716
8,Kdm4d.3,D07,59.68788357
20,Gtf2h1.3,F02,60.8056266
8,Kat2b.4,F10,59.72579263
control 1,shWdr82.3,G08,49.52759821
4,Dnmt3l.3,D07,49.52874647
control 2,shBrd8.4,C09,59.74086071
11,Paxip1.1,B11,59.76718807
13,Prdm4.3,F08,59.78209379
17,Taf3.2,D03,60.91336467
15,Sfmbt1.4,F07,60.92503987
1,Atad2b.1,C06,49.63486992
7,Ing3.4,G11,49.64539007
control 3,shSmarca4.4,E05,60.94276094
control 1,shBptf.2,B03,49.66442953
control 2,shBptf.4,B05,59.86085904
9,Kdm5c.2,D02,59.87384765
5,Ezh1.4,F07,49.69173859
6,Fkbp1a.2,D02,49.69325153
control 3,shSp140.1,F06,61.0056926
6,Hat1.4,G11,49.7311828
18,Trim33.2,E02,61.04452055
1,Aurkb.3,F03,49.77924945
control 3,shCd4.2,C11,61.08786611
4,Chd5.2,C08,49.80289093
21,Smarcd2.1,F05,61.11111111
control 2,shKlf2.1,E06,60
18,Tet2.4,G08,61.12814224
19,Brd7.1,G09,61.13602392
10,Myst2.4,F07,60.01846722
7,Jhdm1d.2,C05,49.8783455
21,Setd7.2,B06,61.18508655
16,Sirt5.1,C03,61.18721461
16,Sirt4.3,F02,61.19727047
13,Prdm13.1,C03,60.06640507
4,Chd9.2,D09,49.94892748
1,Asxl2.3,F08,49.95951417
2,Brd3.4,F04,50
2,Brd2.4,G09,50
3,Cbx8.1,B04,50.01540832
14,Rbbp4.2,C10,60.2006689
7,Hdac7.4,E04,50.07242878
10,Mll5.4,F10,60.20723104
18,Tet1.2,D02,61.35895676
17,Suv39h1.3,F08,61.375948
3,Cbx6.1,B05,50.16233766
2,Baz1b.2,D02,50.16301816
6,Gtf2b.3,F05,50.16872891
15,Setdb2.3,E06,61.45175834
21,Smyd1.3,G10,61.45893165
10,Msl3.1,B09,60.35067873
9,L3mbtl1.4,G10,60.36931818
19,Wdr5.4,G04,61.54830454
control 1,shmll2.1,C02,50.27797577
control 3,shCd4.1,B10,61.63113994
5,Dub2a.2,C04,50.36231884
7,Hells.2,D06,50.36728697
2,Bmi1.3,F05,50.37037037
10,Mtf2.4,F04,60.46870182
18,Trim66.1,B05,61.65670367
1,Atm.2,C02,50.39696237
20,Phf17.2,F11,61.70450316
4,Dnmt3b.3,E09,50.43859649
11,Paxip1.2,C05,60.54324518
11,Padi6.3,E10,60.5647517
control 2,shSp140.2,F07,60.57225994
1,Actl6b.2,C04,50.51264525
10,Mll2.2,D02,60.60606061
5,Fbxl19.3,D07,50.54495913
control 1,shmll2.3,C04,50.57581574
17,Suz12.2,C02,61.84310739
11,Parp1.4,F07,60.6741573
20,Hdac11.2,F10,61.88340807
18,Tet2.1,B06,61.9047619
18,Usp22.2,C05,61.91319752
6,Hdac2.4,F07,50.65616798
16,Smarcc2.4,F04,61.93771626
17,Sp140.2,E07,61.94636939
4,Dnmt3b.4,F11,50.69306931
3,Chd2.3,F03,50.71647902
1,Atad2b.3,E10,50.72142064
2,Baz1b.3,E08,50.72463768
13,Prdm12.3,F02,60.77680525
1,Atr.4,F11,50.73170732
13,Prdm4.2,E03,60.82519965
9,Kdm5d.1,B06,60.82526745
6,Hdac10.2,D08,50.78922934
7,Jmjd4.2,D11,50.79797587
15,Rpa3.1,B02,62.06322795
7,Ing4.3,D04,50.81081081
1,Aff1.3,E08,50.8312552
9,Kdm5c.1,B10,60.89420655
14,Rnf217.2,D03,60.90985678
4,Dot1l.2,D11,50.90206186
13,Prdm9.1,B08,60.92959043
2,Bmi1.2,E07,50.9054326
19,Wdr82.1,B06,62.17811159
9,Kdm5b.3,D10,60.96528366
20,Fkbp2.3,B10,62.24489796
13,Prdm12.2,C08,61.01052632
1,Aurkb.4,G05,51.03448276
7,Hdac7.3,D10,51.05008078
18,Trim33.3,F09,62.30225513
9,Kdm5b.1,B02,61.12311015
13,Prkaa1.2,C05,61.13317448
20,Padi2.2,C10,62.38977072
6,Fbxw9.4,E04,51.15633673
14,Rnf217.1,C09,61.15035318
9,Mbd1.3,E06,61.16883117
4,Dot1l.4,G05,51.18397086
16,Smarca1.3,F09,62.46575342
control 3,shCd4.3,D10,62.47191011
1,Aff4.1,B06,51.24760077
18,Ube2e1.4,F04,62.49285306
19,Zmynd8.3,F09,62.55144033
3,Cbx1.4,F10,51.35208959
19,Dpy30.3,G06,62.63888889
6,Hdac6.3,F03,51.40186916
5,Epc2.2,C07,51.43047239
control 2,shWhsc1.2,B07,61.39139671
3,Brwd1.1,B02,51.44866385
13,Prkaa2.3,D07,61.4099058
20,Hdac11.1,F06,62.7090301
control 2,shKlf2.3,E08,61.43170197
20,Paf1.1,B04,62.74834437
1,Atrx.1,C09,51.52249135
10,Myst1.1,C06,61.4797136
9,L3mbtl2.2,E02,61.53846154
control 1,shSp140.3,F08,51.64803669
10,Mll5.2,D06,61.58605174
5,Fbxl19.4,G06,51.71568627
13,Prdm10.4,E04,61.65803109
4,Chd3.4,E04,51.74654752
10,Mll5.1,C03,61.66290444
10,Nap1l1.3,F03,61.6674889
20,Phf10.3,C05,63.00512237
control 3,shKlf2.4,E09,63.01587302
8,Kat5.2,E07,61.70138889
4,Dnmt1.2,D08,51.79806362
17,Tcea1.3,F03,63.02521008
4,Dnmt3b.2,C05,51.84210526
7,Hira.2,E07,51.84842884
15,Rpa3.4,E04,63.08360478
10,Mll1.3,D10,61.77001806
11,Parp1.1,B08,61.79190751
1,Atm.3,E05,51.91158901
14,Rnf217.3,D07,61.80811808
8,Kat5.4,G07,61.82163844
1,Atrx.2,D03,51.953125
14,Rbbp7.2,D08,61.84316896
20,Phc2.1,E10,63.19018405
control 1,shmll2.2,C03,51.99188294
7,Hdac8.3,E08,51.99216199
9,L3mbtl4.3,D04,61.88055909
1,Asxl1.4,G03,52.01380898
control 2,shmll2.1,C02,61.9078105
13,Prdm11.2,D02,61.90785204
control 2,shBrd8.2,C07,61.90871369
control 2,shmll2.2,C03,61.96793809
10,Mll3.3,F02,61.96876135
5,Ezh1.2,C02,52.11106885
1,Atr.3,E09,52.12418301
6,Hdac6.4,G05,52.13385063
control 2,shBptf.3,B04,62.01028888
10,Mta2.4,G11,62.08773615
18,Uhrf1.4,F07,63.46153846
7,Ino80.4,G02,52.31457128
13,Prdm9.3,E05,62.16216216
8,Kdm5a.3,F03,62.19081272
20,Prdm16.1,C09,63.57913669
18,Usp27x.2,D03,63.58109975
3,Cbx5.2,E02,52.42966752
18,Tet3.2,D06,63.6569873
6,Hat1.3,F08,52.45660488
14,Prmt7.4,G10,62.31884058
13,Prkaa1.3,E09,62.37424547
17,Supt16h.3,F09,63.77816291
9,Mbd4.3,E09,62.39067055
4,Chd5.4,G08,52.59959487
11,Ncor2.2,D09,62.40947992
13,Prdm6.1,B04,62.41289199
7,Ing3.3,F08,52.62557078
3,Cbx3.4,G07,52.63788969
control 3,shBrd8.3,C08,63.87362637
14,Prmt7.3,E11,62.48880931
12,Pcgf2.1,B02,62.5
control 2,shWhsc1.3,B08,62.51167134
control 2,shWhsc1.1,B06,62.55244755
5,Ep400.2,E03,52.77777778
14,Rbbp7.1,C06,62.60504202
10,Nap1l1.4,G05,62.63862333
4,Chd3.3,D10,52.87009063
7,Jmjd4.4,G05,52.88030355
3,Cbx8.4,F04,52.91262136
9,L3mbtl3.1,B05,62.75229358
7,Jarid2.2,C02,53.03867403
13,Prdm6.3,E06,62.83118849
4,Cxxc1.4,G09,53.09168443
13,Prdm5.3,D04,62.87128713
3,Chaf1a.4,G02,53.18257956
7,Ing5.1,B04,53.25102881
5,Ercc5.2,D08,53.26633166
19,Chd7.2,B11,64.45929526
21,Smyd1.2,E11,64.47651213
3,Brwd3.2,D02,53.32947307
16,Smarcd3.3,E05,64.50704225
8,Kdm3a.4,F04,63.08576481
16,Sirt3.4,G04,64.57431457
4,Crebbp.3,F09,53.42372881
control 2,shCd4.3,D10,63.16484969
5,Fbxo44.3,F03,53.47826087
control 1,shKlf2.1,E06,53.48253503
14,Prmt2.2,D02,63.17254174
control 1,shCd4.4,E11,53.50140056
control 2,shCd4.1,B10,63.21897074
13,Prkaa1.1,B11,63.23432343
14,Rbbp7.4,G02,63.24216144
18,Usp51.1,B07,64.73560121
17,Taf3.4,G06,64.7429171
21,Scmh1.1,C04,64.7900323
20,Kdm4b.3,B05,64.88294314
3,Cbx8.2,C07,53.73856912
4,Dnmt3a.4,F07,53.74625375
control 1,shCxxcl.3,D08,53.75088464
1,Arid2.3,F06,53.75446961
9,Mecom.2,D03,63.41085271
18,Trim66.4,G11,64.94325347
19,Brdt.1,E06,64.99407349
14,Prmt1.2,C04,63.48785872
3,Carm1.3,F02,53.86221294
control 2,shCd4.4,E10,63.54759967
19,Arid1b.3,D04,65.0713686
18,Usp27x.4,G06,65.07936508
13,Prkaa1.4,F11,63.5725429
19,Zmynd8.1,C11,65.13380099
11,Ncoa1.2,C08,63.6257764
13,Prdm10.1,B02,63.63636364
2,Brd1.3,F08,54.02684564
6,Gtf3c4.4,G03,54.04742437
11,Padi4.3,E06,63.68894602
9,Mbd1.1,B04,63.69863014
11,Parp1.2,C02,63.74269006
7,Ing5.4,F04,54.14187643
21,Smarcb1.2,F06,65.30944625
11,Nsd1.1,C11,63.83928571
1,Ash2l.1,B09,54.26218922
20,Phf10.1,F07,65.50324675
8,Kat2b.3,F06,63.96077363
10,Mta2.1,B05,64.00873839
14,Prmt1.4,E04,64.02912621
5,Elp3.2,E07,54.48154657
3,Brwd1.2,C04,54.54545455
9,Mbd2.3,E10,64.09822185
5,Elp3.1,D05,54.58689459
17,Suv39h2.1,B03,65.7213754
19,Wbp7.1,B02,65.73816156
19,Arid1a.1,F08,65.75395295
13,Prdm5.1,B03,64.18776371
control 3,shKlf2.2,E07,65.78715919
20,Rnf2.1,G06,65.79108125
20,Fkbp2.1,D10,65.82558654
13,Prdm6.4,F04,64.2439974
13,Prkcd.1,B07,64.24535916
1,Asxl3.2,C10,54.71830986
11,Padi6.2,D08,64.26364573
control 1,shBrd8.4,C09,54.7386011
21,Scmh1.3,E04,65.8709107
9,L3mbtl3.2,E03,64.28054953
3,Cbx5.3,F09,54.75996745
control 3,shBptf.2,B03,65.92709984
19,Wbp7.3,D10,65.96045198
1,Ash1l.3,F05,54.85232068
14,Rnf20.3,E09,64.4035533
17,Suv420h2.2,D08,66.05552645
20,Kdm4b.1,F09,66.08408125
14,Prmt3.4,G08,64.46558478
12,Phip.1,B08,64.47628458
8,Kat2a.1,B06,64.47931526
2,Baz2b.3,F06,55.01618123
7,Hdac7.2,C04,55.04132231
control 1,shBrd8.2,C07,55.04309341
8,Kdm4a.1,B08,64.53841902
6,Hdac4.3,D07,55.06329114
13,Prkaa2.4,G06,64.54689984
19,Arid1b.1,B03,66.19519095
8,Kdm3b.3,E10,64.59114779
11,Orc1.3,F08,64.62585034
10,Nap1l1.2,D11,64.62715105
13,Prdm15.3,E11,64.63076069
13,Prdm12.4,G08,64.63152874
8,Kdm2a.1,B05,64.65671642
21,Setd3.2,D02,66.30434783
14,Rbbp4.3,D04,64.66597077
20,Fkbp5.3,G04,66.31578947
13,Prdm9.2,C02,64.68253968
6,Hdac2.3,E05,55.24407927
19,Arid1b.2,C10,66.4004914
20,Fkbp2.2,E04,66.40997433
10,Myst3.3,E09,64.75524476
4,Ctsl.3,F08,55.3117207
5,Ep300.2,E02,55.31914894
18,Tdg.2,C04,66.44776119
20,Prdm16.2,D03,66.48066959
2,Baz1b.4,G04,55.39215686
19,Wbp7.4,E04,66.52225286
17,Smyd5.4,G04,66.53162979
7,Hdac8.1,B10,55.42944785
8,Kdm4c.4,F11,64.88022737
3,Cbx6.2,E03,55.56402439
10,Mta2.3,F08,65.00672948
20,Hdac11.3,D05,66.7587477
5,Dub2a.4,E04,55.6675063
6,Hdac2.1,B08,55.67313345
12,Phf20l1.1,B04,65.10178646
18,Usp51.3,F03,66.82602922
control 3,shmll2.1,C02,66.86553465
control 3,shBptf.4,B05,66.86681223
17,Suv420h1.4,F04,66.92732291
6,Gtf3c4.3,F09,55.85048754
10,Myst2.3,E05,65.23855891
7,Ing4.1,B03,55.9590624
19,Clock.1,E09,67.05376344
8,Kdm3a.1,B04,65.35564854
10,Myst1.2,D08,65.39522059
11,Paxip1.3,E09,65.41176471
control 3,shBrd8.1,C06,67.13973799
control 2,shKlf2.2,E07,65.42882405
14,Prmt6.3,F05,65.43810848
15,Setmar.1,C06,67.22543353
3,Chaf1b.3,E05,56.17154812
control 1,shCxxcl.1,D06,56.22300746
14,Psip1.4,G11,65.58307534
7,Hltf.1,B09,56.27376426
control 2,shCxxcl.1,D06,65.60130011
3,Cbx3.3,F05,56.33724176
4,Chd6.3,F06,56.36509207
19,Zmynd11.2,D09,67.43725231
20,Phf17.1,E09,67.44920993
control 1,shCd4.4,E10,56.48201028
control 3,shBptf.1,B02,67.56756757
control 3,shmll2.2,C03,67.58691207
8,Kat5.1,D05,65.81469649
control 1,shCd4.3,D10,56.53061224
20,H2afz.1,G08,67.66887934
7,Ing5.3,E06,56.61320011
4,Chd4.3,E08,56.6230813
19,Brd7.2,B04,67.70538244
13,Prdm9.4,F07,65.93792173
7,Jarid2.3,E05,56.74285714
3,Chd1l.4,G06,56.7839196
20,Phc3.3,E05,67.87452677
control 3,shWhsc1.2,B07,67.8951679
20,Fkbp5.1,D02,67.92137181
21,Smarcc1.2,D05,67.96900226
10,Mll1.2,C04,66.18616145
3,Cbx6.3,F08,56.95364238
5,Ehmt2.2,D06,56.96517413
18,Tet3.1,C03,68.02218115
19,Whsc1l1.2,E07,68.04380289
19,Eaf1.1,B07,68.06656101
3,Cbx3.2,E07,57.02380952
21,Setd3.3,E08,68.09933142
19,Whsc1.3,F06,68.114847
1,Ash1l.1,D05,57.06824513
control 3,shSp140.2,F07,68.17913966
2,Baz2a.2,C08,57.14285714
9,Kdm5c.3,E08,66.39712489
3,Chd2.4,G05,57.20930233
3,Cbx7.3,D04,57.21649485
9,Kdm6b.2,E07,66.44602851
14,Prmt6.2,E07,66.50144568
control 2,shCd4.2,C11,66.54478976
15,Setd8.2,E03,68.40363937
20,Padi2.3,D04,68.40958606
18,Ube2i.1,C06,68.43885935
1,Ash1l.2,E07,57.46554364
17,Sp110.2,D06,68.6318972
13,Prdm15.4,G10,66.80216802
control 3,shSp140.4,F09,68.70897155
control 3,shCd4.2,C10,68.73822976
17,Sp140.4,G07,68.74443455
5,Epc2.3,E06,57.79985283
11,Padi4.2,C07,66.93782684
8,Kdm2b.2,C10,66.9690798
7,Ing5.2,C07,57.88530466
2,Brd9.1,B11,57.89473684
20,Mecp2.2,F08,68.93081761
18,Trim28.2,D09,68.95544193
14,Prmt5.1,C03,67.05146705
3,Chaf1a.3,E10,57.95670338
control 1,shKlf2.3,E08,58.00135044
15,Setd4.2,D09,69.04761905
10,Mll3.1,B06,67.1641791
7,Ing2.1,C11,58.12060673
13,Prdm4.1,B05,67.20930233
5,Ep300.3,F09,58.12619503
3,Chaf1b.2,C02,58.14814815
control 2,shCxxcl.3,D08,67.27533119
8,Kdm2b.4,G09,67.29205754
8,Jmjd5.3,D10,67.29254997
3,Cbx1.2,D06,58.24353448
control 2,shCxxcl.4,D09,67.33791749
control 2,shBrd8.1,C06,67.34279919
6,Hat1.2,E03,58.30449827
5,Ezh1.3,E05,58.35616438
control 3,shWhsc1.1,B06,69.37765205
2,Brpf1.3,D07,58.3908046
7,Hdac9.2,C08,58.4045584
6,Hdac1.1,B04,58.44044559
18,Trim24.4,G07,69.45147679
2,Brd8.3,E05,58.55855856
16,Sirt6.1,D05,69.57113683
14,Ring1.3,E05,67.60233918
17,Suz12.3,E05,69.66292135
1,Atad2.3,E06,58.66983373
5,Epc2.4,F04,58.74411303
6,Hcfc1.4,G09,58.76865672
19,Whsc1l1.3,F05,69.88017429
3,Cbx8.3,E06,58.91472868
19,Brdt.2,F04,69.90718124
10,Myst4.2,D03,67.93516561
20,Fbxo17.2,B02,69.9581298
17,Suz12.1,B08,69.98997996
3,Cbx1.3,F06,59.01109057
16,Smarca5.1,B03,70.04048583
control 1,shKlf2.2,E07,59.07136715
10,Mll5.3,F06,68.05813234
11,Nap1l2.3,D10,68.13627255
control 3,shWhsc1.3,B08,70.22144522
10,Mtf2.3,E06,68.25734981
control 2,shBrd8.3,C08,68.3908046
5,Eed.3,E08,59.5129376
10,Myst2.2,C02,68.48934198
18,Ube2i.3,E10,70.66666667
1,Atad2b.2,D08,59.71922246
19,Brdt.3,C06,70.70668693
13,Prdm13.4,F10,68.63309353
1,Actl6b.3,D10,59.76890756
control 1,shSp140.2,F07,59.78874969
9,Kdm6b.1,D05,68.72727273
3,Cbx3.1,D05,60.11080332
9,Kdm6a.2,D06,69.1069992
13,Prdm5.4,G09,69.140625
2,Brd1.2,E03,60.3960396
6,Gadd45b.2,D06,60.4217356
7,Ing3.1,B05,60.53054662
13,Prdm12.1,B06,69.30875576
14,Prmt5.3,F06,69.32241251
3,Chd1l.1,C09,60.71975498
18,Ube2b.3,D04,71.64510166
16,Smarca5.3,D04,71.71052632
9,Mbd2.2,D08,69.52988973
19,Cecr2.1,B08,71.82497332
20,Iws1.2,D09,71.8627451
20,Fkbp5.2,E08,71.95121951
13,Prdm15.1,B09,69.81919332
control 2,shSp140.4,F09,69.83356449
15,Rpa3.2,C04,72.12806026
18,Uhrf1.2,C02,72.16196674
control 3,shCxxcl.4,D09,72.18171621
control 2,shCd4.2,C10,70.00467946
6,Gadd45b.3,F06,61.35693215
8,Kdm1a.1,B09,70.07658643
10,Morf4l1.2,E07,70.12542759
16,Smarca5.4,G09,72.41955704
7,Jarid2.1,B08,61.60558464
20,Hdac5.1,E07,72.50803859
7,Jhdm1d.3,E09,61.62881754
2,Baz2b.2,D06,61.67076167
control 3,shCxxcl.3,D08,72.68907563
control 3,shmll2.3,C04,72.7081138
15,Sfmbt2.4,F11,72.72727273
3,Cbx1.1,C03,61.85185185
10,Mll1.4,E04,70.50893158
10,Myst4.3,D07,70.55016181
19,Whsc1.2,D06,72.97297297
20,Satb1.1,F03,73.08717168
20,Parp2.3,D08,73.10561445
17,Suv39h2.3,D04,73.11731173
20,Parp2.1,F04,73.14375987
10,Mta1.2,E02,70.82658023
20,Iws1.1,B09,73.27698309
7,Hltf.2,D09,62.43093923
3,Chd1l.2,D03,62.47170665
control 1,shBrd8.1,C06,62.47582205
6,Hcfc1.3,D04,62.52485089
control 1,shSp140.4,F09,62.53850893
15,Sfmbt2.3,E09,73.42657343
13,Prkcd.4,G05,71.08708025
14,Prmt1.3,D10,71.14470842
19,Wdr5.1,B10,73.67816092
20,Paf1.3,E06,73.76093294
11,Ncor1.2,E07,71.42857143
14,Prmt3.3,F02,71.44851658
control 1,shBrd8.3,C08,63.02578019
9,Mbd3.3,E05,71.49643705
13,Prdm15.2,D09,71.57417894
20,Prdm16.3,D07,73.99352152
control 3,shCxxcl.1,D06,74.15009622
8,Kdm4d.2,D03,72.07998049
20,H2afz.3,D06,74.59165154
control 1,shCd4.2,C11,63.85350318
12,Phf20.3,D04,72.27586207
6,Hdac1.4,F04,64.51612903
10,Mll2.3,E08,72.77896233
20,Paf1.2,C07,75.4691689
16,Smyd2.3,D07,75.56561086
15,Setd5.1,C11,75.86206897
7,Hira.1,D05,65.18188567
13,Prdm10.3,D10,73.43599615
control 2,shKlf2.4,E09,73.44110855
21,Scmh1.2,D10,76.09689214
6,Gtf2b.2,E07,65.42239686
6,Hdac1.3,E06,65.45454545
11,Pcgf1.4,G05,73.61111111
18,Usp51.4,G05,76.66240409
19,Actb,B05,76.6680833
7,Ino80.2,D08,66.10878661
control 1,shCxxcl.4,D09,66.1325249
21,Smyd1.1,D09,76.95413903
8,Kdm1a.4,G10,75.0997009
19,Zmynd11.1,B09,78.12121212
17,Sp100.2,C08,78.21210061
7,Ing2.3,F09,67.52462663
18,Trim33.4,G03,78.22535211
10,Myst3.1,B11,75.44696067
control 3,shCxxcl.2,D07,78.45588235
3,Chaf1b.4,F07,68.05251641
3,Brwd1.4,E04,68.78710772
control 1,shKlf2.4,E09,69.08344733
control 1,shCd4.2,C10,69.53551913
14,Prmt5.4,F10,77.24810401
8,Kat2b.2,D06,77.40585774
19,Wdr5.3,E08,80.57742782
control 1,shCxxcl.2,D07,70.01028807
control 2,shmll2.3,C04,77.94381351
11,Nap1l2.2,C04,78.46889952
control 2,shCxxcl.2,D07,82.43298969
